,director_name,genres,actor_1_name,movie_title,imdb_score,plot_keywords,plot_keywords_vector,movie_id
3624,John Cameron Mitchell,Comedy|Drama|Music|Musical,John Cameron Mitchell,Hedwig and the Angry Inch ,7.8,band|rock band|sex change|song|transsexual,,
3625,Sheldon Lettich,Action|Drama,Antoni Corone,Only the Strong ,6.7,capoeira|fight|fighting|martial arts|violence,,
3626,Jon Knautz,Drama|Horror|Mystery|Thriller,Rachel Alig,Goddess of Love ,5.4,female nudity|hallucination|sex scene|strip club|stripper,,
3627,Billy Ray,Drama|History,Hayden Christensen,Shattered Glass ,7.2,fabricated facts|journalist|stephen glass|the new republic|writer,,
3628,David Atkins,Comedy|Crime|Drama|Thriller,Chelcie Ross,Novocaine ,5.8,dentist|drugs|murder|sex|sunflower,,
3629,Patrick Stettner,Drama|Thriller,Stockard Channing,The Business of Strangers ,6.4,airport|businesswoman|hotel|revenge|vegetarian,,
3630,Sam Peckinpah,Action|Adventure|Western,William Holden,The Wild Bunch ,8.0,friendship|honor|righteous rage|soldier|texas,,
3631,Jonathan Levine,Comedy|Drama|Romance,Mary-Kate Olsen,The Wackness ,7.0,ice cream|marijuana|new york city|summer|therapy,,
3632,Michael Crichton,Adventure|Crime|Drama|Thriller,Lesley-Anne Down,The Great Train Robbery ,7.0,bank|gold|key|safe|train,,
3633,Lynne Ramsay,Drama,Samantha Morton,Morvern Callar ,6.7,breasts|cleavage|female rear nudity|girl in panties|public nudity,,
3634,Sylvio Tabet,Action|Adventure|Fantasy|Sci-Fi,Michael Berryman,Beastmaster 2: Through the Portal of Time ,3.8,beast|beastmaster|psychotronic|sword and sorcery|warrior,,
3635,Rick Bieber,Biography|Drama|Sport,Aidan Quinn,The 5th Quarter ,5.7,athletic training|football practice|funeral|gymnasium|man crying,,
3636,Claude Chabrol,Drama,Benoît Magimel,The Flower of Evil ,6.6,bordeaux|election|mayor|pamphlet|political thriller,,
3637,Shana Feste,Drama|Romance,Jennifer Ehle,The Greatest ,6.7,car crash|loss|self help group|teenage mother|title directed by female,,
3638,Wayne Wang,Drama|History,Bingbing Li,Snow Flower and the Secret Fan ,6.1,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,,
3639,Joey Lauren Adams,Drama|Romance,Tim Blake Nelson,Come Early Morning ,6.2,church|drink|knocking on a door|love|three word title,,
3640,Peter Cattaneo,Comedy|Crime|Romance,James Nesbitt,Lucky Break ,6.2,escape|prison|prison escape|sadism|solitary confinement,,
3641,Fred Zinnemann,Drama,Meryl Streep,Julia ,7.4,1930s|female protagonist|nazi|romantic friendship|writer,,
3642,S.R. Bindler,Comedy,Matthew McConaughey,"Surfer, Dude ",4.7,barefoot|endorsement|surfboard|virtual reality|waves,,
3643,Tony Kaye,Documentary,Noam Chomsky,Lake of Fire ,8.3,abortion|southern accent|title based on the bible|trial|usa,,
3644,Greg Marcks,Comedy|Crime|Drama,Henry Thomas,11:14 ,7.2,convenience store|multiple perspectives|murder|paramedic|van,,
3645,Perry Lang,Action|Drama|Thriller,Catherine Bell,Men of War ,5.8,cockney accent|fight|island|machismo|mercenary,,
3646,Jake Goldberger,Drama|Mystery|Thriller,Pruitt Taylor Vince,Don McKay ,5.9,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,,
3647,Stefan Ruzowitzky,Crime|Drama|Thriller,Charlie Hunnam,Deadfall ,6.3,police officer|police officer killed|police officer shot|sex scene,,
3648,Vic Sarin,Drama|Family,Connie Nielsen,A Shine of Rainbows ,7.2,island|love|new home|orphan|rainbow,,
3649,William Kaufman,Action|Thriller,Drew Waters,The Hit List ,5.4,die hard scenario|engineer|held at gunpoint|race against time|shot to death,,
3651,David Cronenberg,Horror|Mystery|Sci-Fi|Thriller,Debbie Harry,Videodrome ,7.3,cyberpunk|hallucination|illegality|snuff film|surrealism,,
3652,Cédric Klapisch,Comedy|Drama,Romain Duris,L'auberge espagnole ,7.3,apartment|erasmus|language|student|trip,,
3653,Kate Barker-Froyland,Drama|Music,Anne Hathaway,Song One ,5.8,musician|number in title|recording|sibling,,
3654,Barbet Schroeder,Crime|Mystery|Thriller,Ryan Gosling,Murder by Numbers ,6.1,disposing of a dead body|high school student|murder|sociopath|teenage boy,,
3655,Martin Koolhoven,Drama|History|War,Yorick van Wageningen,Winter in Wartime ,7.1,horse|nazi|occupation|resistance movement|uncle nephew relationship,,
3656,Charles Matthau,Comedy|Crime|Thriller,Billy Burke,Freaky Deaky ,6.5,black panties|bomb squad|car bomb|dynamite|girl in panties,,
3657,John Frankenheimer,Thriller|War,Jeanne Moreau,The Train ,7.9,art|french|german|painting|train,,
3658,Christopher M. Bessette,Drama|Thriller,Mira Sorvino,Trade of Innocents ,5.4,angkor wat|human trafficking|sex slavery|sex tourism,,
3659,Prachya Pinkaew,Action|Crime|Drama|Thriller,Jon Foo,The Protector ,7.1,die hard scenario|elephant|long take|police|sydney australia,,
3660,Gary Sinyor,Comedy,Sean Pertwee,Stiff Upper Lips ,6.4,class conflict|edwardian era|england|sexual awakening|spoof,,
3662,Gurinder Chadha,Comedy|Drama|Romance|Sport,Archie Panjabi,Bend It Like Beckham ,6.7,hinduism|marriage engagement|soccer|team|tradition,,
3663,John Sayles,Drama|Romance,Miguel Ferrer,Sunshine State ,6.9,african american|business|coastline|florida|real estate,,
3664,Preston A. Whitmore II,Action|Sport,Wesley Jonathan,Crossover ,2.1,african american|basketball|basketball movie|critically bashed|tv commercial,,
3665,Ashish R. Mohan,Action|Comedy,Asin,Khiladi 786 ,4.3,car crash|impersonating a police officer|long lost brother|marriage bureau|suitor,,
3666,Jaume Balagueró,Horror,Jonathan D. Mellor,[Rec] 2 ,6.6,apartment|apartment building|blood sample|crucifix|zombie,,
3667,Stewart Raffill,Musical,Kayla Jackson,Standing Ovation ,3.4,dance|dream|frog|philadelphia pennsylvania|snake,,
3668,George Roy Hill,Comedy|Crime|Drama,Eileen Brennan,The Sting ,8.3,con|con man|courier|long con|murder,,
3669,Hugh Hudson,Biography|Drama|Sport,Alice Krige,Chariots of Fire ,7.2,athlete|jew|missionary|olympic games|race,,
3670,Darren Grant,Comedy|Drama|Romance,Cicely Tyson,Diary of a Mad Black Woman ,5.6,comic relief|diary|kiss|madea series|state flag,,
3671,Scott Hicks,Biography|Drama|Music|Romance,Noah Taylor,Shine ,7.7,abuse|australia|concert|pianist|piano,,
3672,Joseph Gordon-Levitt,Comedy|Drama|Romance,Joseph Gordon-Levitt,Don Jon ,6.6,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,,
3673,Clint Eastwood,Mystery|Western,Clint Eastwood,High Plains Drifter ,7.6,gravestone|gunfighter|outlaw|revenge|small town,,
3674,Terry Zwigoff,Comedy|Drama,Scarlett Johansson,Ghost World ,7.4,art class|diner|friend|graduation|high school,,
3675,Richard Eyre,Biography|Drama|Romance,Kate Winslet,Iris ,7.1,alzheimer's disease|book|love|novelist|writer,,
3676,William Sachs,Comedy|Sci-Fi,Stephen Macht,Galaxina ,3.4,alien|android|fem bot|female android|stars,,
3677,Christophe Barratier,Drama|Music,Jean-Baptiste Maunier,The Chorus ,7.9,boarding school|boy|choir|school|teacher,,
3678,Émile Gaudreault,Comedy|Drama,Paul Sorvino,Mambo Italiano ,6.7,gay|immigrant|italian|police|police officer,,
3679,James Cox,Crime|Drama|Mystery|Thriller,Alexis Dziena,Wonderland ,6.6,murder|police|police investigation|porn star|robbery,,
3680,Spike Lee,Drama,Ruby Dee,Do the Right Thing ,7.9,black militant|frustration|pizza|pizza parlor|pizzeria,,
3681,James Toback,Comedy|Crime|Drama|Romance|Thriller,Sarah Michelle Gellar,Harvard Man ,4.9,basketball|cheerleader|college|harvard|philosophy,,
3682,Aki Kaurismäki,Comedy|Drama,Jean-Pierre Léaud,Le Havre ,7.2,bar|container|illegal immigrant|neighbor|shoe shiner,,
3683,Gaspar Noé,Crime|Drama|Mystery|Thriller,Philippe Nahon,Irreversible ,7.4,long take|male frontal nudity|revenge|reverse chronology|vengeance,,
3684,Hitoshi Matsumoto,Comedy|Drama,Lindsay Kay Hayward,R100 ,6.1,coma|one word title|spitting|sushi|swimming pool,,
3685,Rakeysh Omprakash Mehra,Comedy|Drama|History|Romance,Anupam Kher,Rang De Basanti ,8.4,freedom|friend|india|student|urination,,
3686,Collin Schiffli,Drama,Kim Shaw,Animals ,6.2,drug addict|drug addiction|drug use|drugs|junkie,,
3687,George Ratliff,Action|Comedy|Drama|Thriller,Jim Gaffigan,Salvation Boulevard ,5.3,cross|doused with gasoline|pastor|security guard|shower,,
3688,David Wain,Comedy|Romance,Jon Hamm,The Ten ,5.0,death|mexico|sabbath|surgeon|ten stories,,
3689,Shane Meadows,Comedy|Drama,Bob Hoskins,A Room for Romeo Brass ,7.7,betrayal|family relationships|friendship|psychosis|stranger,,
3690,Morten Tyldum,Crime|Drama|Thriller,Aksel Hennie,Headhunters ,7.6,art thief|male frontal nudity|male nudity|male star appears nude|painting,,
3691,Jon Wright,Comedy|Horror|Sci-Fi|Thriller,Russell Tovey,Grabbers ,6.3,bathtub|eaten alive|ferry boat|lobster trap|sprinkler system,,
3692,Michael McGowan,Comedy|Drama|Sport,Campbell Scott,Saint Ralph ,7.6,boston marathon|coma|marathon|miracles|running,,
3693,Liv Ullmann,Drama|Romance,Samantha Morton,Miss Julie ,5.6,kissing someone's boot|midsummer|telling someone to shut up|two word title|valet,,
3694,Jeannot Szwarc,Drama|Fantasy|Romance,Teresa Wright,Somewhere in Time ,7.3,hotel|love|love across time|time travel|time travel romance,,
3695,Rohan Sippy,Action|Crime|Drama|Thriller,Abhishek Bachchan,Dum Maaro Dum ,6.2,airport|drugs|loss of loved one|police|title based on song,,
3696,James Wan,Fantasy|Horror|Thriller,Lin Shaye,Insidious: Chapter 2 ,6.6,barricading a door|injection in leg|police detective|supernatural|taser,,
3697,Darren Lynn Bousman,Horror|Mystery,Emmanuelle Vaugier,Saw II ,6.6,death|detective|nerve gas|serial killer|trap,,
3698,Dan Trachtenberg,Drama|Horror|Mystery|Sci-Fi|Thriller,Bradley Cooper,10 Cloverfield Lane ,7.3,alien|bunker|car crash|kidnapping|minimal cast,,
3699,Jeff Tremaine,Comedy|Documentary,Bam Margera,Jackass: The Movie ,6.6,alligator|golf|japan|panda|stunt,,
3700,David F. Sandberg,Horror,Billy Burke,Lights Out ,6.9,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,,
3701,Henry Joost,Horror,Johanna Braddy,Paranormal Activity 3 ,5.8,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,,
3702,Stiles White,Fantasy|Horror,Lin Shaye,Ouija ,4.4,death of girlfriend|funeral|ghost|ouija|spirit,,
3703,Chuck Russell,Action|Fantasy|Horror|Thriller,John Saxon,A Nightmare on Elm Street 3: Dream Warriors ,6.6,dream|freddy krueger|killer|nightmare|springwood ohio,,
3704,Joel Edgerton,Mystery|Thriller,Busy Philipps,The Gift ,7.1,compulsive liar|fired from a job|gift|rape|substance abuse,,
3705,Eugenio Derbez,Comedy|Drama,Eugenio Derbez,Instructions Not Included ,7.6,father daughter relationship,,
3706,Henry Joost,Horror,Matt Shively,Paranormal Activity 4 ,4.6,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,,
3707,Henry Koster,Drama|History,Richard Burton,The Robe ,6.8,box office hit|crucifixion|nightmare|palestine|robe,,
3708,Blake Edwards,Comedy|Crime|Mystery,Burt Kwouk,The Return of the Pink Panther ,7.1,clouseau|diamond|panther|pink|pink panther,,
3709,Rachel Talalay,Comedy|Fantasy|Horror|Thriller,Johnny Depp,Freddy's Dead: The Final Nightmare ,4.9,dark comedy|dream|freddy krueger|nightmare|serial murder,,
3710,Patty Jenkins,Biography|Crime|Drama|Thriller,Charlize Theron,Monster ,7.3,beach|female criminal|hooker|lesbian|prostitute,,
3711,Richard Fleischer,Adventure|Drama|Family|Fantasy|Sci-Fi,James Mason,"20,000 Leagues Under the Sea ",7.2,captain|expedition|sea|submarine|whale,,
3712,Christopher Landon,Fantasy|Horror|Thriller,Richard Cabral,Paranormal Activity: The Marked Ones ,5.0,apartment|blood|demonic possession|neighbor|pentagram,,
3713,David Lynch,Biography|Drama,Anthony Hopkins,The Elephant Man ,8.2,curiosity|exploitation|freak|hospital|physical deformity,,
3714,Jean-Marc Vallée,Biography|Drama,Matthew McConaughey,Dallas Buyers Club ,8.0,drugs|fda|gay community|hiv|homophobia,,
3715,David Gelb,Horror|Sci-Fi|Thriller,Olivia Wilde,The Lazarus Effect ,5.2,electrocuted|experiment|hell|serum|university,,
3716,Christopher Nolan,Mystery|Thriller,Callum Rennie,Memento ,8.5,flashback|memory|murder|short term memory|telephone,,
3717,Mike Flanagan,Horror|Mystery,James Lafferty,Oculus ,6.5,home office|mirror|released from a mental hospital|trauma|video camera,,
3718,Kevin Smith,Comedy,Ethan Suplee,Clerks II ,7.4,fast food|fast food restaurant|new jersey|quick stop|restaurant,,
3719,Stephen Daldry,Drama|Music,Julie Walters,Billy Elliot ,7.7,audition|ballet|boxing|miner|miners strike,,
3720,Nat Faxon,Comedy|Drama,Steve Carell,The Way Way Back ,7.4,awkward boy|shy kid|summer|vacation|water park,,
3721,George Jackson,Comedy|Drama|Music|Romance,William Schallert,House Party 2 ,5.1,college|misogyny|money|new friend|party,,
3722,George Miller,Adventure|Drama|Family|Romance|Western,Tony Bonner,The Man from Snowy River ,7.3,australia|brumby|ranch|stallion|twin,,
3723,Maurice Joyce,Animation|Comedy|Family,Frank Welker,Doug's 1st Movie ,5.0,dance|friend|monster|reference to batman|valentine,,
3724,Robert Duvall,Drama,John Beasley,The Apostle ,7.2,church|louisiana|minister|preacher|texas,,
3725,Frank Perry,Biography|Drama,Faye Dunaway,Mommie Dearest ,6.7,abusive mother|adopted daughter|borderline personality disorder|perfection|sadistic cruelty,,
3726,Jesse Peretz,Comedy|Drama,Zooey Deschanel,Our Idiot Brother ,6.4,art model|farmer|jail|nude model|three sisters,,
3727,Stephen Hopkins,Biography|Drama|Sport,William Hurt,Race ,7.1,1930s|athlete|nazi germany|olympics|track and field,,
3728,Ice Cube,Comedy|Drama,Bernie Mac,The Players Club ,5.6,catfight|dominatrix|rape|spanking|stripper,,
3729,Tim Blake Nelson,Drama|Romance|Thriller,Mekhi Phifer,O ,6.2,basketball|basketball player|boarding school|love|shakespeare's othello,,
3730,John Erick Dowdle,Horror|Mystery|Thriller,Ben Feldman,"As Above, So Below ",6.1,archeologist|catacomb|found footage|paris france|philosopher's stone,,
3731,Bille Woodruff,Drama|Thriller,Boris Kodjoe,Addicted ,5.2,adultery|attraction|lust|obsession|temptation,,
3732,Kasi Lemmons,Drama,Jurnee Smollett-Bell,Eve's Bayou ,7.3,doctor|louisiana|secret|title directed by female|witchcraft,,
3733,Richard Glatzer,Drama,Kristen Stewart,Still Alice ,7.5,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,,
3734,Michael Curtiz,Drama|History,Gene Tierney,The Egyptian ,6.6,afterlife|egypt|pharaoh|princess|pyramid,,
3735,Bruce Malmuth,Action|Crime|Thriller,Sylvester Stallone,Nighthawks ,6.4,bomb|new york city|partner|shooting|terrorist,,
3736,Rob Hedden,Adventure|Horror,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan ,4.5,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,,
3737,Joel Zwick,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding ,6.6,baptism|greek|greek restaurant|prejudice|travel agency,,
3738,Harmony Korine,Crime|Drama,James Franco,Spring Breakers ,5.3,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,,
3739,Joe Chappelle,Horror|Thriller,Donald Pleasence,Halloween: The Curse of Michael Myers ,4.9,halloween|michael myers|nudity|returning character with different actor|slasher flick,,
3740,Alfonso Cuarón,Adventure|Comedy|Drama|Romance,Maribel Verdú,Y Tu Mamá También ,7.7,beach|cleaning a swimming pool|male male kiss|mexico|on the road,,
3741,Edgar Wright,Comedy|Horror,Peter Serafinowicz,Shaun of the Dead ,8.0,british horror|pub|record collection|zombie|zombie apocalypse,,
3742,Mickey Liddell,Drama|Horror|Thriller,Jessica Lowndes,The Haunting of Molly Hartley ,3.8,18th birthday|birthday|community center|resurrection|teenager,,
3743,John Sayles,Drama|Mystery,Matthew McConaughey,Lone Star ,7.6,father son relationship|interracial relationship|neo western|sheriff|texas,,
3744,Dwight H. Little,Horror|Thriller,Donald Pleasence,Halloween 4: The Return of Michael Myers ,5.9,halloween|michael myers|murder|niece|october,,
3745,Fred Walton,Horror|Mystery,Thomas F. Wilson,April Fool's Day ,6.2,april fool's day|island|mansion|psycho|secret,,
3746,Barry Levinson,Comedy|Drama,Steve Guttenberg,Diner ,7.2,baltimore colts|diner|marriage|salesman|wedding,,
3747,Steve Carver,Action|Crime|Drama|Thriller|Western,David Carradine,Lone Wolf McQuade ,6.3,drugs|martial arts|texas|texas ranger|weapon,,
3748,Gonzalo López-Gallego,Horror|Mystery|Sci-Fi|Thriller,Warren Christie,Apollo 18 ,5.2,cosmonaut|footprint|found footage|moon|secret mission,,
3749,Christine Jeffs,Comedy|Drama,Clifton Collins Jr.,Sunshine Cleaning ,6.9,business|crime scene cleanup|private school|school|sister sister relationship,,
3750,John Erick Dowdle,Action|Thriller,Sterling Jerins,No Escape ,6.8,asia|fictional country|hotel|rebellion|revolution,,
3751,Don Coscarelli,Action|Adventure|Fantasy,Vanna Bonta,The Beastmaster ,6.2,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,,
3752,King Vidor,Drama|History|Romance|War,Gina Lollobrigida,Solomon and Sheba ,6.2,king|pharaoh|queen|queen of sheba|tribe,,
3753,Michael Tiddes,Comedy,Fred Willard,Fifty Shades of Black ,3.5,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,,
3754,Bill Duke,Drama|Romance,Eddie Cibrian,Not Easily Broken ,6.1,african american protagonist|based on novel|title spoken by character,,
3755,Frank Borzage,Drama|Romance|War,Gary Cooper,A Farewell to Arms ,6.6,1910s|ambulance driver|italy|lake|nurse,,
3757,Mamoru Hosoda,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,Digimon: The Movie ,5.9,based on video game|box office hit|computer|digimon|internet,,
3758,Brian Dannelly,Comedy|Drama,Macaulay Culkin,Saved! ,6.9,christian|jewish|pastor|school|virginity,,
3759,Denys Arcand,Comedy|Crime|Drama|Mystery|Romance,Marie-Josée Croze,The Barbarian Invasions ,7.7,cancer|dying|friend|money|socialist,,
3760,Richard Lester,Adventure|Drama|Romance,Robert Shaw,Robin and Marian ,6.6,crusades|friar|robin hood|sheriff|sheriff of nottingham,,
3761,J.S. Cardone,Horror|Thriller,Brendan Fehr,The Forsaken ,5.3,flashing breasts|hitchhiker|vampire|vampire hunter|virus,,
3762,Guy Hamilton,Action|Drama|War,Harrison Ford,Force 10 from Navarone ,6.3,colonel|mission|partisan|spy|traitor,,
3763,Jay Levey,Comedy|Drama,Fran Drescher,UHF ,7.0,gambling|imagination|television|television station|tv show,,
3764,Nicholaus Goossen,Comedy,Linda Cardellini,Grandma's Boy ,7.0,co worker|game tester|loss of virginity|roommate|snack,,
3765,Tamara Jenkins,Comedy|Drama,Natasha Lyonne,Slums of Beverly Hills ,6.6,flatulence|menstrual blood|nomad|nursing school|title directed by female,,
3766,Sergio Leone,Western,Claudia Cardinale,Once Upon a Time in the West ,8.6,gang|gun|harmonica|killing|woman in bathtub,,
3767,Jon Favreau,Comedy|Crime|Drama|Thriller,Jon Favreau,Made ,6.4,friendship|loudmouth|money laundering|new york city|stripper,,
